tanggal,nama_target_id,nama_target,jumlah_target,nabung_harian,jumlah_terkumpul,progres,sisa_target,status_id,status
09/03/2022,2,Macbook Pro M3,35000000,200000,1400000,0.04,0.96,0,BELUM TERPENUHI
09/04/2022,2,Macbook Pro M3,35000000,300000,1700000,0.05,0.95,0,BELUM TERPENUHI
09/05/2022,2,Macbook Pro M3,35000000,50000,1750000,0.05,0.95,0,BELUM TERPENUHI
09/06/2022,2,Macbook Pro M3,35000000,300000,2050000,0.06,0.94,0,BELUM TERPENUHI
09/07/2022,2,Macbook Pro M3,35000000,200000,2250000,0.06,0.94,0,BELUM TERPENUHI
09/08/2022,2,Macbook Pro M3,35000000,50000,2300000,0.07,0.93,0,BELUM TERPENUHI
09/09/2022,2,Macbook Pro M3,35000000,300000,2600000,0.07,0.93,0,BELUM TERPENUHI
09/10/2022,2,Macbook Pro M3,35000000,300000,2900000,0.08,0.92,0,BELUM TERPENUHI
09/11/2022,2,Macbook Pro M3,35000000,200000,3100000,0.09,0.91,0,BELUM TERPENUHI
09/12/2022,2,Macbook Pro M3,35000000,50000,3150000,0.09,0.91,0,BELUM TERPENUHI
09/13/2022,2,Macbook Pro M3,35000000,200000,3350000,0.1,0.9,0,BELUM TERPENUHI
09/14/2022,2,Macbook Pro M3,35000000,50000,3400000,0.1,0.9,0,BELUM TERPENUHI
09/15/2022,2,Macbook Pro M3,35000000,500000,3900000,0.11,0.89,0,BELUM TERPENUHI
09/16/2022,2,Macbook Pro M3,35000000,100000,4000000,0.11,0.89,0,BELUM TERPENUHI
09/17/2022,2,Macbook Pro M3,35000000,100000,4100000,0.12,0.88,0,BELUM TERPENUHI
09/18/2022,2,Macbook Pro M3,35000000,100000,4200000,0.12,0.88,0,BELUM TERPENUHI
09/19/2022,2,Macbook Pro M3,35000000,200000,4400000,0.13,0.87,0,BELUM TERPENUHI
09/20/2022,2,Macbook Pro M3,35000000,500000,4900000,0.14,0.86,0,BELUM TERPENUHI
09/21/2022,2,Macbook Pro M3,35000000,50000,4950000,0.14,0.86,0,BELUM TERPENUHI
09/22/2022,2,Macbook Pro M3,35000000,300000,5250000,0.15,0.85,0,BELUM TERPENUHI
09/23/2022,2,Macbook Pro M3,35000000,50000,5300000,0.15,0.85,0,BELUM TERPENUHI
09/24/2022,2,Macbook Pro M3,35000000,300000,5600000,0.16,0.84,0,BELUM TERPENUHI
09/25/2022,2,Macbook Pro M3,35000000,50000,5650000,0.16,0.84,0,BELUM TERPENUHI
09/26/2022,2,Macbook Pro M3,35000000,500000,6150000,0.18,0.82,0,BELUM TERPENUHI
09/27/2022,2,Macbook Pro M3,35000000,300000,6450000,0.18,0.82,0,BELUM TERPENUHI
09/28/2022,2,Macbook Pro M3,35000000,200000,6650000,0.19,0.81,0,BELUM TERPENUHI
09/29/2022,2,Macbook Pro M3,35000000,50000,6700000,0.19,0.81,0,BELUM TERPENUHI
09/30/2022,2,Macbook Pro M3,35000000,50000,6750000,0.19,0.81,0,BELUM TERPENUHI
10/01/2022,2,Macbook Pro M3,35000000,300000,7050000,0.2,0.8,0,BELUM TERPENUHI
10/02/2022,2,Macbook Pro M3,35000000,200000,7250000,0.21,0.79,0,BELUM TERPENUHI
10/03/2022,2,Macbook Pro M3,35000000,200000,7450000,0.21,0.79,0,BELUM TERPENUHI
10/04/2022,2,Macbook Pro M3,35000000,500000,7950000,0.23,0.77,0,BELUM TERPENUHI
10/05/2022,2,Macbook Pro M3,35000000,200000,8150000,0.23,0.77,0,BELUM TERPENUHI
10/06/2022,2,Macbook Pro M3,35000000,200000,8350000,0.24,0.76,0,BELUM TERPENUHI
10/07/2022,2,Macbook Pro M3,35000000,200000,8550000,0.24,0.76,0,BELUM TERPENUHI
10/08/2022,2,Macbook Pro M3,35000000,100000,8650000,0.25,0.75,0,BELUM TERPENUHI
10/09/2022,2,Macbook Pro M3,35000000,500000,9150000,0.26,0.74,0,BELUM TERPENUHI
10/10/2022,2,Macbook Pro M3,35000000,50000,9200000,0.26,0.74,0,BELUM TERPENUHI
10/11/2022,2,Macbook Pro M3,35000000,300000,9500000,0.27,0.73,0,BELUM TERPENUHI
10/12/2022,2,Macbook Pro M3,35000000,50000,9550000,0.27,0.73,0,BELUM TERPENUHI
10/13/2022,2,Macbook Pro M3,35000000,500000,10050000,0.29,0.71,0,BELUM TERPENUHI
10/14/2022,2,Macbook Pro M3,35000000,300000,10350000,0.3,0.7,0,BELUM TERPENUHI
10/15/2022,2,Macbook Pro M3,35000000,500000,10850000,0.31,0.69,0,BELUM TERPENUHI
10/16/2022,2,Macbook Pro M3,35000000,200000,11050000,0.32,0.68,0,BELUM TERPENUHI
10/17/2022,2,Macbook Pro M3,35000000,300000,11350000,0.32,0.68,0,BELUM TERPENUHI
10/18/2022,2,Macbook Pro M3,35000000,200000,11550000,0.33,0.67,0,BELUM TERPENUHI
10/19/2022,2,Macbook Pro M3,35000000,50000,11600000,0.33,0.67,0,BELUM TERPENUHI
10/20/2022,2,Macbook Pro M3,35000000,50000,11650000,0.33,0.67,0,BELUM TERPENUHI
10/21/2022,2,Macbook Pro M3,35000000,300000,11950000,0.34,0.66,0,BELUM TERPENUHI
10/22/2022,2,Macbook Pro M3,35000000,300000,12250000,0.35,0.65,0,BELUM TERPENUHI
10/23/2022,2,Macbook Pro M3,35000000,500000,12750000,0.36,0.64,0,BELUM TERPENUHI
10/24/2022,2,Macbook Pro M3,35000000,500000,13250000,0.38,0.62,0,BELUM TERPENUHI
10/25/2022,2,Macbook Pro M3,35000000,200000,13450000,0.38,0.62,0,BELUM TERPENUHI
10/26/2022,2,Macbook Pro M3,35000000,300000,13750000,0.39,0.61,0,BELUM TERPENUHI
10/27/2022,2,Macbook Pro M3,35000000,50000,13800000,0.39,0.61,0,BELUM TERPENUHI
10/28/2022,2,Macbook Pro M3,35000000,500000,14300000,0.41,0.59,0,BELUM TERPENUHI
10/29/2022,2,Macbook Pro M3,35000000,500000,14800000,0.42,0.58,0,BELUM TERPENUHI
10/30/2022,2,Macbook Pro M3,35000000,50000,14850000,0.42,0.58,0,BELUM TERPENUHI
10/31/2022,2,Macbook Pro M3,35000000,500000,15350000,0.44,0.56,0,BELUM TERPENUHI
11/01/2022,2,Macbook Pro M3,35000000,200000,15550000,0.44,0.56,0,BELUM TERPENUHI
11/02/2022,2,Macbook Pro M3,35000000,300000,15850000,0.45,0.55,0,BELUM TERPENUHI
11/03/2022,2,Macbook Pro M3,35000000,50000,15900000,0.45,0.55,0,BELUM TERPENUHI
11/04/2022,2,Macbook Pro M3,35000000,300000,16200000,0.46,0.54,0,BELUM TERPENUHI
11/05/2022,2,Macbook Pro M3,35000000,500000,16700000,0.48,0.52,0,BELUM TERPENUHI
11/06/2022,2,Macbook Pro M3,35000000,500000,17200000,0.49,0.51,0,BELUM TERPENUHI
11/07/2022,2,Macbook Pro M3,35000000,50000,17250000,0.49,0.51,0,BELUM TERPENUHI
11/08/2022,2,Macbook Pro M3,35000000,200000,17450000,0.5,0.5,0,BELUM TERPENUHI
11/09/2022,2,Macbook Pro M3,35000000,100000,17550000,0.5,0.5,0,BELUM TERPENUHI
11/10/2022,2,Macbook Pro M3,35000000,50000,17600000,0.5,0.5,0,BELUM TERPENUHI
11/11/2022,2,Macbook Pro M3,35000000,100000,17700000,0.51,0.49,0,BELUM TERPENUHI
11/12/2022,2,Macbook Pro M3,35000000,100000,17800000,0.51,0.49,0,BELUM TERPENUHI
11/13/2022,2,Macbook Pro M3,35000000,200000,18000000,0.51,0.49,0,BELUM TERPENUHI
11/14/2022,2,Macbook Pro M3,35000000,100000,18100000,0.52,0.48,0,BELUM TERPENUHI
11/15/2022,2,Macbook Pro M3,35000000,100000,18200000,0.52,0.48,0,BELUM TERPENUHI
11/16/2022,2,Macbook Pro M3,35000000,200000,18400000,0.53,0.47,0,BELUM TERPENUHI
11/17/2022,2,Macbook Pro M3,35000000,100000,18500000,0.53,0.47,0,BELUM TERPENUHI
11/18/2022,2,Macbook Pro M3,35000000,100000,18600000,0.53,0.47,0,BELUM TERPENUHI
11/19/2022,2,Macbook Pro M3,35000000,100000,18700000,0.53,0.47,0,BELUM TERPENUHI
11/20/2022,2,Macbook Pro M3,35000000,50000,18750000,0.54,0.46,0,BELUM TERPENUHI
11/21/2022,2,Macbook Pro M3,35000000,50000,18800000,0.54,0.46,0,BELUM TERPENUHI
11/22/2022,2,Macbook Pro M3,35000000,50000,18850000,0.54,0.46,0,BELUM TERPENUHI
11/23/2022,2,Macbook Pro M3,35000000,200000,19050000,0.54,0.46,0,BELUM TERPENUHI
11/24/2022,2,Macbook Pro M3,35000000,500000,19550000,0.56,0.44,0,BELUM TERPENUHI
11/25/2022,2,Macbook Pro M3,35000000,100000,19650000,0.56,0.44,0,BELUM TERPENUHI
11/26/2022,2,Macbook Pro M3,35000000,100000,19750000,0.56,0.44,0,BELUM TERPENUHI
11/27/2022,2,Macbook Pro M3,35000000,200000,19950000,0.57,0.43,0,BELUM TERPENUHI
11/28/2022,2,Macbook Pro M3,35000000,100000,20050000,0.57,0.43,0,BELUM TERPENUHI
11/29/2022,2,Macbook Pro M3,35000000,50000,20100000,0.57,0.43,0,BELUM TERPENUHI
11/30/2022,2,Macbook Pro M3,35000000,500000,20600000,0.59,0.41,0,BELUM TERPENUHI
12/01/2022,2,Macbook Pro M3,35000000,300000,20900000,0.6,0.4,0,BELUM TERPENUHI
12/02/2022,2,Macbook Pro M3,35000000,100000,21000000,0.6,0.4,0,BELUM TERPENUHI
12/03/2022,2,Macbook Pro M3,35000000,50000,21050000,0.6,0.4,0,BELUM TERPENUHI
12/04/2022,2,Macbook Pro M3,35000000,300000,21350000,0.61,0.39,0,BELUM TERPENUHI
12/05/2022,2,Macbook Pro M3,35000000,500000,21850000,0.62,0.38,0,BELUM TERPENUHI
12/06/2022,2,Macbook Pro M3,35000000,300000,22150000,0.63,0.37,0,BELUM TERPENUHI
12/07/2022,2,Macbook Pro M3,35000000,50000,22200000,0.63,0.37,0,BELUM TERPENUHI
12/08/2022,2,Macbook Pro M3,35000000,300000,22500000,0.64,0.36,0,BELUM TERPENUHI
12/09/2022,2,Macbook Pro M3,35000000,200000,22700000,0.65,0.35,0,BELUM TERPENUHI
12/10/2022,2,Macbook Pro M3,35000000,300000,23000000,0.66,0.34,0,BELUM TERPENUHI
12/11/2022,2,Macbook Pro M3,35000000,100000,23100000,0.66,0.34,0,BELUM TERPENUHI
12/12/2022,2,Macbook Pro M3,35000000,100000,23200000,0.66,0.34,0,BELUM TERPENUHI
12/13/2022,2,Macbook Pro M3,35000000,200000,23400000,0.67,0.33,0,BELUM TERPENUHI
12/14/2022,2,Macbook Pro M3,35000000,50000,23450000,0.67,0.33,0,BELUM TERPENUHI
12/15/2022,2,Macbook Pro M3,35000000,100000,23550000,0.67,0.33,0,BELUM TERPENUHI
12/16/2022,2,Macbook Pro M3,35000000,500000,24050000,0.69,0.31,0,BELUM TERPENUHI
12/17/2022,2,Macbook Pro M3,35000000,100000,24150000,0.69,0.31,0,BELUM TERPENUHI
12/18/2022,2,Macbook Pro M3,35000000,100000,24250000,0.69,0.31,0,BELUM TERPENUHI
12/19/2022,2,Macbook Pro M3,35000000,50000,24300000,0.69,0.31,0,BELUM TERPENUHI
12/20/2022,2,Macbook Pro M3,35000000,300000,24600000,0.7,0.3,0,BELUM TERPENUHI
12/21/2022,2,Macbook Pro M3,35000000,100000,24700000,0.71,0.29,0,BELUM TERPENUHI
12/22/2022,2,Macbook Pro M3,35000000,200000,24900000,0.71,0.29,0,BELUM TERPENUHI
12/23/2022,2,Macbook Pro M3,35000000,300000,25200000,0.72,0.28,0,BELUM TERPENUHI
12/24/2022,2,Macbook Pro M3,35000000,500000,25700000,0.73,0.27,0,BELUM TERPENUHI
12/25/2022,2,Macbook Pro M3,35000000,50000,25750000,0.74,0.26,0,BELUM TERPENUHI
12/26/2022,2,Macbook Pro M3,35000000,500000,26250000,0.75,0.25,0,BELUM TERPENUHI
12/27/2022,2,Macbook Pro M3,35000000,300000,26550000,0.76,0.24,0,BELUM TERPENUHI
12/28/2022,2,Macbook Pro M3,35000000,300000,26850000,0.77,0.23,0,BELUM TERPENUHI
12/29/2022,2,Macbook Pro M3,35000000,300000,27150000,0.78,0.22,0,BELUM TERPENUHI
12/30/2022,2,Macbook Pro M3,35000000,500000,27650000,0.79,0.21,0,BELUM TERPENUHI
12/31/2022,2,Macbook Pro M3,35000000,300000,27950000,0.8,0.2,0,BELUM TERPENUHI
01/01/2023,2,Macbook Pro M3,35000000,500000,28450000,0.81,0.19,0,BELUM TERPENUHI
01/02/2023,2,Macbook Pro M3,35000000,300000,28750000,0.82,0.18,0,BELUM TERPENUHI
01/03/2023,2,Macbook Pro M3,35000000,200000,28950000,0.83,0.17,0,BELUM TERPENUHI
01/04/2023,2,Macbook Pro M3,35000000,300000,29250000,0.84,0.16,0,BELUM TERPENUHI
01/05/2023,2,Macbook Pro M3,35000000,500000,29750000,0.85,0.15,0,BELUM TERPENUHI
01/06/2023,2,Macbook Pro M3,35000000,100000,29850000,0.85,0.15,0,BELUM TERPENUHI
01/07/2023,2,Macbook Pro M3,35000000,300000,30150000,0.86,0.14,0,BELUM TERPENUHI
01/08/2023,2,Macbook Pro M3,35000000,100000,30250000,0.86,0.14,0,BELUM TERPENUHI
01/09/2023,2,Macbook Pro M3,35000000,200000,30450000,0.87,0.13,0,BELUM TERPENUHI
01/10/2023,2,Macbook Pro M3,35000000,50000,30500000,0.87,0.13,0,BELUM TERPENUHI
01/11/2023,2,Macbook Pro M3,35000000,200000,30700000,0.88,0.12,0,BELUM TERPENUHI
01/12/2023,2,Macbook Pro M3,35000000,300000,31000000,0.89,0.11,0,BELUM TERPENUHI
01/13/2023,2,Macbook Pro M3,35000000,100000,31100000,0.89,0.11,0,BELUM TERPENUHI
01/14/2023,2,Macbook Pro M3,35000000,100000,31200000,0.89,0.11,0,BELUM TERPENUHI
01/15/2023,2,Macbook Pro M3,35000000,500000,31700000,0.91,0.09,0,BELUM TERPENUHI
01/16/2023,2,Macbook Pro M3,35000000,100000,31800000,0.91,0.09,0,BELUM TERPENUHI
01/17/2023,2,Macbook Pro M3,35000000,500000,32300000,0.92,0.08,0,BELUM TERPENUHI
01/18/2023,2,Macbook Pro M3,35000000,50000,32350000,0.92,0.08,0,BELUM TERPENUHI
01/19/2023,2,Macbook Pro M3,35000000,300000,32650000,0.93,0.07,0,BELUM TERPENUHI
01/20/2023,2,Macbook Pro M3,35000000,500000,33150000,0.95,0.05,0,BELUM TERPENUHI
01/21/2023,2,Macbook Pro M3,35000000,50000,33200000,0.95,0.05,0,BELUM TERPENUHI
01/22/2023,2,Macbook Pro M3,35000000,100000,33300000,0.95,0.05,0,BELUM TERPENUHI
01/23/2023,2,Macbook Pro M3,35000000,100000,33400000,0.95,0.05,0,BELUM TERPENUHI
01/24/2023,2,Macbook Pro M3,35000000,50000,33450000,0.96,0.04,0,BELUM TERPENUHI
01/25/2023,2,Macbook Pro M3,35000000,100000,33550000,0.96,0.04,0,BELUM TERPENUHI
01/26/2023,2,Macbook Pro M3,35000000,50000,33600000,0.96,0.04,0,BELUM TERPENUHI
01/27/2023,2,Macbook Pro M3,35000000,500000,34100000,0.97,0.03,0,BELUM TERPENUHI
01/28/2023,2,Macbook Pro M3,35000000,500000,34600000,0.99,0.01,0,BELUM TERPENUHI
01/29/2023,2,Macbook Pro M3,35000000,50000,34650000,0.99,0.01,0,BELUM TERPENUHI
01/30/2023,2,Macbook Pro M3,35000000,500000,35150000,1.0,0.0,1,TERPENUHI ✅
01/31/2023,3,Motor Honda Vario 160,29000000,500000,500000,0.02,0.98,0,BELUM TERPENUHI
02/01/2023,3,Motor Honda Vario 160,29000000,500000,1000000,0.03,0.97,0,BELUM TERPENUHI
02/02/2023,3,Motor Honda Vario 160,29000000,200000,1200000,0.04,0.96,0,BELUM TERPENUHI
02/03/2023,3,Motor Honda Vario 160,29000000,300000,1500000,0.05,0.95,0,BELUM TERPENUHI
02/04/2023,3,Motor Honda Vario 160,29000000,100000,1600000,0.06,0.94,0,BELUM TERPENUHI
02/05/2023,3,Motor Honda Vario 160,29000000,200000,1800000,0.06,0.94,0,BELUM TERPENUHI
02/06/2023,3,Motor Honda Vario 160,29000000,500000,2300000,0.08,0.92,0,BELUM TERPENUHI
02/07/2023,3,Motor Honda Vario 160,29000000,50000,2350000,0.08,0.92,0,BELUM TERPENUHI
02/08/2023,3,Motor Honda Vario 160,29000000,500000,2850000,0.1,0.9,0,BELUM TERPENUHI
02/09/2023,3,Motor Honda Vario 160,29000000,300000,3150000,0.11,0.89,0,BELUM TERPENUHI
02/10/2023,3,Motor Honda Vario 160,29000000,500000,3650000,0.13,0.87,0,BELUM TERPENUHI
02/11/2023,3,Motor Honda Vario 160,29000000,50000,3700000,0.13,0.87,0,BELUM TERPENUHI
02/12/2023,3,Motor Honda Vario 160,29000000,300000,4000000,0.14,0.86,0,BELUM TERPENUHI
02/13/2023,3,Motor Honda Vario 160,29000000,500000,4500000,0.16,0.84,0,BELUM TERPENUHI
02/14/2023,3,Motor Honda Vario 160,29000000,300000,4800000,0.17,0.83,0,BELUM TERPENUHI
02/15/2023,3,Motor Honda Vario 160,29000000,100000,4900000,0.17,0.83,0,BELUM TERPENUHI
02/16/2023,3,Motor Honda Vario 160,29000000,100000,5000000,0.17,0.83,0,BELUM TERPENUHI
02/17/2023,3,Motor Honda Vario 160,29000000,500000,5500000,0.19,0.81,0,BELUM TERPENUHI
02/18/2023,3,Motor Honda Vario 160,29000000,300000,5800000,0.2,0.8,0,BELUM TERPENUHI
02/19/2023,3,Motor Honda Vario 160,29000000,50000,5850000,0.2,0.8,0,BELUM TERPENUHI
02/20/2023,3,Motor Honda Vario 160,29000000,500000,6350000,0.22,0.78,0,BELUM TERPENUHI
02/21/2023,3,Motor Honda Vario 160,29000000,100000,6450000,0.22,0.78,0,BELUM TERPENUHI
02/22/2023,3,Motor Honda Vario 160,29000000,100000,6550000,0.23,0.77,0,BELUM TERPENUHI
02/23/2023,3,Motor Honda Vario 160,29000000,500000,7050000,0.24,0.76,0,BELUM TERPENUHI
02/24/2023,3,Motor Honda Vario 160,29000000,300000,7350000,0.25,0.75,0,BELUM TERPENUHI
02/25/2023,3,Motor Honda Vario 160,29000000,100000,7450000,0.26,0.74,0,BELUM TERPENUHI
02/26/2023,3,Motor Honda Vario 160,29000000,300000,7750000,0.27,0.73,0,BELUM TERPENUHI
02/27/2023,3,Motor Honda Vario 160,29000000,100000,7850000,0.27,0.73,0,BELUM TERPENUHI
02/28/2023,3,Motor Honda Vario 160,29000000,100000,7950000,0.27,0.73,0,BELUM TERPENUHI
03/01/2023,3,Motor Honda Vario 160,29000000,200000,8150000,0.28,0.72,0,BELUM TERPENUHI
03/02/2023,3,Motor Honda Vario 160,29000000,100000,8250000,0.28,0.72,0,BELUM TERPENUHI
03/03/2023,3,Motor Honda Vario 160,29000000,50000,8300000,0.29,0.71,0,BELUM TERPENUHI
03/04/2023,3,Motor Honda Vario 160,29000000,500000,8800000,0.3,0.7,0,BELUM TERPENUHI
03/05/2023,3,Motor Honda Vario 160,29000000,500000,9300000,0.32,0.68,0,BELUM TERPENUHI
03/06/2023,3,Motor Honda Vario 160,29000000,300000,9600000,0.33,0.67,0,BELUM TERPENUHI
03/07/2023,3,Motor Honda Vario 160,29000000,100000,9700000,0.33,0.67,0,BELUM TERPENUHI
03/08/2023,3,Motor Honda Vario 160,29000000,50000,9750000,0.34,0.66,0,BELUM TERPENUHI
03/09/2023,3,Motor Honda Vario 160,29000000,300000,10050000,0.35,0.65,0,BELUM TERPENUHI
03/10/2023,3,Motor Honda Vario 160,29000000,200000,10250000,0.35,0.65,0,BELUM TERPENUHI
03/11/2023,3,Motor Honda Vario 160,29000000,300000,10550000,0.36,0.64,0,BELUM TERPENUHI
03/12/2023,3,Motor Honda Vario 160,29000000,300000,10850000,0.37,0.63,0,BELUM TERPENUHI
03/13/2023,3,Motor Honda Vario 160,29000000,100000,10950000,0.38,0.62,0,BELUM TERPENUHI
03/14/2023,3,Motor Honda Vario 160,29000000,200000,11150000,0.38,0.62,0,BELUM TERPENUHI
03/15/2023,3,Motor Honda Vario 160,29000000,300000,11450000,0.39,0.61,0,BELUM TERPENUHI
03/16/2023,3,Motor Honda Vario 160,29000000,50000,11500000,0.4,0.6,0,BELUM TERPENUHI
03/17/2023,3,Motor Honda Vario 160,29000000,50000,11550000,0.4,0.6,0,BELUM TERPENUHI
03/18/2023,3,Motor Honda Vario 160,29000000,500000,12050000,0.42,0.58,0,BELUM TERPENUHI
03/19/2023,3,Motor Honda Vario 160,29000000,200000,12250000,0.42,0.58,0,BELUM TERPENUHI
03/20/2023,3,Motor Honda Vario 160,29000000,200000,12450000,0.43,0.57,0,BELUM TERPENUHI
03/21/2023,3,Motor Honda Vario 160,29000000,500000,12950000,0.45,0.55,0,BELUM TERPENUHI
03/22/2023,3,Motor Honda Vario 160,29000000,300000,13250000,0.46,0.54,0,BELUM TERPENUHI
03/23/2023,3,Motor Honda Vario 160,29000000,200000,13450000,0.46,0.54,0,BELUM TERPENUHI
03/24/2023,3,Motor Honda Vario 160,29000000,50000,13500000,0.47,0.53,0,BELUM TERPENUHI
03/25/2023,3,Motor Honda Vario 160,29000000,50000,13550000,0.47,0.53,0,BELUM TERPENUHI
03/26/2023,3,Motor Honda Vario 160,29000000,100000,13650000,0.47,0.53,0,BELUM TERPENUHI
03/27/2023,3,Motor Honda Vario 160,29000000,200000,13850000,0.48,0.52,0,BELUM TERPENUHI
03/28/2023,3,Motor Honda Vario 160,29000000,300000,14150000,0.49,0.51,0,BELUM TERPENUHI
03/29/2023,3,Motor Honda Vario 160,29000000,500000,14650000,0.51,0.49,0,BELUM TERPENUHI
03/30/2023,3,Motor Honda Vario 160,29000000,500000,15150000,0.52,0.48,0,BELUM TERPENUHI
03/31/2023,3,Motor Honda Vario 160,29000000,300000,15450000,0.53,0.47,0,BELUM TERPENUHI
04/01/2023,3,Motor Honda Vario 160,29000000,100000,15550000,0.54,0.46,0,BELUM TERPENUHI
04/02/2023,3,Motor Honda Vario 160,29000000,500000,16050000,0.55,0.45,0,BELUM TERPENUHI
04/03/2023,3,Motor Honda Vario 160,29000000,200000,16250000,0.56,0.44,0,BELUM TERPENUHI
04/04/2023,3,Motor Honda Vario 160,29000000,100000,16350000,0.56,0.44,0,BELUM TERPENUHI
04/05/2023,3,Motor Honda Vario 160,29000000,200000,16550000,0.57,0.43,0,BELUM TERPENUHI
04/06/2023,3,Motor Honda Vario 160,29000000,50000,16600000,0.57,0.43,0,BELUM TERPENUHI
04/07/2023,3,Motor Honda Vario 160,29000000,100000,16700000,0.58,0.42,0,BELUM TERPENUHI
04/08/2023,3,Motor Honda Vario 160,29000000,500000,17200000,0.59,0.41,0,BELUM TERPENUHI
04/09/2023,3,Motor Honda Vario 160,29000000,100000,17300000,0.6,0.4,0,BELUM TERPENUHI
04/10/2023,3,Motor Honda Vario 160,29000000,100000,17400000,0.6,0.4,0,BELUM TERPENUHI
04/11/2023,3,Motor Honda Vario 160,29000000,100000,17500000,0.6,0.4,0,BELUM TERPENUHI
04/12/2023,3,Motor Honda Vario 160,29000000,100000,17600000,0.61,0.39,0,BELUM TERPENUHI
04/13/2023,3,Motor Honda Vario 160,29000000,200000,17800000,0.61,0.39,0,BELUM TERPENUHI
04/14/2023,3,Motor Honda Vario 160,29000000,50000,17850000,0.62,0.38,0,BELUM TERPENUHI
04/15/2023,3,Motor Honda Vario 160,29000000,300000,18150000,0.63,0.37,0,BELUM TERPENUHI
04/16/2023,3,Motor Honda Vario 160,29000000,100000,18250000,0.63,0.37,0,BELUM TERPENUHI
04/17/2023,3,Motor Honda Vario 160,29000000,500000,18750000,0.65,0.35,0,BELUM TERPENUHI
04/18/2023,3,Motor Honda Vario 160,29000000,100000,18850000,0.65,0.35,0,BELUM TERPENUHI
04/19/2023,3,Motor Honda Vario 160,29000000,500000,19350000,0.67,0.33,0,BELUM TERPENUHI
04/20/2023,3,Motor Honda Vario 160,29000000,200000,19550000,0.67,0.33,0,BELUM TERPENUHI
04/21/2023,3,Motor Honda Vario 160,29000000,500000,20050000,0.69,0.31,0,BELUM TERPENUHI
04/22/2023,3,Motor Honda Vario 160,29000000,300000,20350000,0.7,0.3,0,BELUM TERPENUHI
04/23/2023,3,Motor Honda Vario 160,29000000,50000,20400000,0.7,0.3,0,BELUM TERPENUHI
04/24/2023,3,Motor Honda Vario 160,29000000,500000,20900000,0.72,0.28,0,BELUM TERPENUHI
04/25/2023,3,Motor Honda Vario 160,29000000,500000,21400000,0.74,0.26,0,BELUM TERPENUHI
04/26/2023,3,Motor Honda Vario 160,29000000,50000,21450000,0.74,0.26,0,BELUM TERPENUHI
04/27/2023,3,Motor Honda Vario 160,29000000,300000,21750000,0.75,0.25,0,BELUM TERPENUHI
04/28/2023,3,Motor Honda Vario 160,29000000,100000,21850000,0.75,0.25,0,BELUM TERPENUHI
04/29/2023,3,Motor Honda Vario 160,29000000,500000,22350000,0.77,0.23,0,BELUM TERPENUHI
04/30/2023,3,Motor Honda Vario 160,29000000,50000,22400000,0.77,0.23,0,BELUM TERPENUHI
05/01/2023,3,Motor Honda Vario 160,29000000,200000,22600000,0.78,0.22,0,BELUM TERPENUHI
05/02/2023,3,Motor Honda Vario 160,29000000,50000,22650000,0.78,0.22,0,BELUM TERPENUHI
05/03/2023,3,Motor Honda Vario 160,29000000,200000,22850000,0.79,0.21,0,BELUM TERPENUHI
05/04/2023,3,Motor Honda Vario 160,29000000,300000,23150000,0.8,0.2,0,BELUM TERPENUHI
05/05/2023,3,Motor Honda Vario 160,29000000,100000,23250000,0.8,0.2,0,BELUM TERPENUHI
05/06/2023,3,Motor Honda Vario 160,29000000,50000,23300000,0.8,0.2,0,BELUM TERPENUHI
05/07/2023,3,Motor Honda Vario 160,29000000,500000,23800000,0.82,0.18,0,BELUM TERPENUHI
05/08/2023,3,Motor Honda Vario 160,29000000,300000,24100000,0.83,0.17,0,BELUM TERPENUHI
05/09/2023,3,Motor Honda Vario 160,29000000,50000,24150000,0.83,0.17,0,BELUM TERPENUHI
05/10/2023,3,Motor Honda Vario 160,29000000,500000,24650000,0.85,0.15,0,BELUM TERPENUHI
05/11/2023,3,Motor Honda Vario 160,29000000,50000,24700000,0.85,0.15,0,BELUM TERPENUHI
05/12/2023,3,Motor Honda Vario 160,29000000,200000,24900000,0.86,0.14,0,BELUM TERPENUHI
05/13/2023,3,Motor Honda Vario 160,29000000,50000,24950000,0.86,0.14,0,BELUM TERPENUHI
05/14/2023,3,Motor Honda Vario 160,29000000,50000,25000000,0.86,0.14,0,BELUM TERPENUHI
05/15/2023,3,Motor Honda Vario 160,29000000,50000,25050000,0.86,0.14,0,BELUM TERPENUHI
05/16/2023,3,Motor Honda Vario 160,29000000,300000,25350000,0.87,0.13,0,BELUM TERPENUHI
05/17/2023,3,Motor Honda Vario 160,29000000,50000,25400000,0.88,0.12,0,BELUM TERPENUHI
05/18/2023,3,Motor Honda Vario 160,29000000,500000,25900000,0.89,0.11,0,BELUM TERPENUHI
05/19/2023,3,Motor Honda Vario 160,29000000,200000,26100000,0.9,0.1,0,BELUM TERPENUHI
05/20/2023,3,Motor Honda Vario 160,29000000,200000,26300000,0.91,0.09,0,BELUM TERPENUHI
05/21/2023,3,Motor Honda Vario 160,29000000,50000,26350000,0.91,0.09,0,BELUM TERPENUHI
05/22/2023,3,Motor Honda Vario 160,29000000,300000,26650000,0.92,0.08,0,BELUM TERPENUHI
05/23/2023,3,Motor Honda Vario 160,29000000,300000,26950000,0.93,0.07,0,BELUM TERPENUHI
